NUMPATH,VALUE
1897,19.3761
1898,19.5765
1899,20.9019
1900,20.1762
1901,20.4662
1902,19.5293
1903,20.0273
1904,21.168
1905,21.3251
1906,19.8246
1907,21.6044
1908,20.7827
1909,19.4904
1910,21.4267
1911,19.5952
1912,20.6483
1913,20.4881
1914,21.8488
1915,21.7236
1916,21.3081
1917,19.2089
1918,18.5809
1919,19.1628
1920,21.2598
1921,17.9296
1922,20.1735
1923,21.4447
1924,18.3851
1925,19.6163
1926,20.4681
1927,21.0749
1928,19.6919
1929,19.2202
1930,19.4125
1931,19.1619
1932,21.8828
1933,21.7396
1934,21.7994
1935,19.9871
1936,18.796
1937,20.0735
1938,19.865
1939,19.725
1940,21.9766
1941,20.4016
1942,21.0731
1943,18.8972
1944,21.6798
1945,21.0527
1946,20.4124
1947,20.605
1948,20.4244
1949,19.8664
1950,19.5287
1951,21.2014
1952,18.6512
1953,19.9301
1954,21.9624
1955,19.4215
1956,20.6572
1957,19.5715
1958,18.3468
1959,19.9122
1960,19.794
1961,21.614
1962,19.7488
1963,20.9933
1964,21.3831
1965,19.248
1966,20.3031
1967,20.2135
1968,20.2403
1969,21.3144
1970,20.1947
1971,20.2482
1972,20.4387
1973,21.4983
1974,19.9134
1975,19.6172
1976,20.3256
1977,20.2828
1978,19.8979
1979,21.2251
1980,19.9313
1981,20.1464
1982,21.1923
1983,20.5928
1984,20.6286
1985,18.4152
1986,21.2373
1987,20.9533
1988,19.0064
1989,19.9094
1990,20.6313
1991,19.4964
1992,19.7948
1993,19.559
1994,21.5279
1995,20.4877
1996,21.8064
1997,20.0055
1998,18.6665
1999,20.4909
2000,20.2546
2001,20.3659
2002,20.168
2003,20.609
2004,20.464
2005,20.0659
2006,19.5611
2007,18.42
2008,19.548
2009,19.8271
2010,19.9044
2011,20.592
2012,20.337
2013,19.7433
2014,19.6568
2015,19.2419
2016,20.8576
2017,21.8905
2018,19.9813
2019,19.2798
2020,20.7984
2021,21.142
2022,19.8248
2023,20.2775
2024,18.8418
2025,21.0316
2026,20.3486
2027,19.7229
2028,20.7831
2029,20.7644
2030,21.0812
2031,21.5648
2032,20.4489
2033,20.2419
2034,20.8951
2035,18.5433
2036,20.8261
2037,18.8809
2038,22.352
2039,18.9704
2040,20.0854
2041,20.4553
2042,21.1986
2043,19.7786
2044,20.2075
2045,20.3156
2046,19.4001
2047,21.5591
2048,21.9269
2049,20.1387
2050,18.8574
2051,20.3655
2052,19.4026
2053,19.6746
2054,17.7813
2055,20.6043
2056,20.5634
2057,19.0763
2058,19.6854
2059,19.4944
2060,21.2609
2061,20.0533
2062,20.4062
2063,19.5766
2064,21.052
2065,20.192
2066,21.8953
2067,18.9472
2068,20.6699
2069,17.8711
2070,19.4892
2071,22.6337
2072,18.4631
2073,20.5637
2074,20.2462
2075,22.7411
2076,20.1212
2077,19.204
2078,18.789
2079,22.0725
2080,19.9947
2081,19.825
2082,20.1675
2083,20.2596
2084,21.1463
2085,20.1225
2086,19.1942
2087,17.4602
2088,19.3311
2089,20.7456
2090,20.0359
2091,21.2286
2092,20.6494
2093,19.6636
2094,19.7741
2095,20.6545
2096,20.268
2097,21.0646
2098,22.5422
2099,20.9761
2100,19.7918
2101,21.6228
2102,21.2731
2103,21.5736
2104,19.3693
2105,17.8693
2106,20.7464
2107,19.4375
2108,20.9281
2109,19.9037
2110,20.4248
2111,20.4055
2112,19.7209
2113,19.9423
2114,20.0414
2115,20.1297
2116,19.2141
2117,18.8338
2118,19.9504
2119,21.6223
2120,20.5524
2121,20.462
2122,19.1338
2123,20.8739
2124,21.3887
2125,21.7819
2126,18.7617
2127,19.5328
2128,21.241
2129,19.3929
2130,19.8158
2131,20.2576
2132,19.3359
2133,23.6257
2134,19.1782
2135,21.0837
2136,18.0059
2137,19.477
2138,20.8766
2139,20.4649
2140,21.4851
2141,20.4358
2142,20.472
2143,20.1857
2144,19.7582
2145,20.6874
2146,18.853
2147,20.0043
2148,20.5509
2149,17.6427
2150,22.2709
2151,20.5094
2152,20.7145
2153,21.9797
2154,19.7285
2155,19.3243
2156,18.2882
2157,18.7426
2158,20.0348
2159,20.3409
2160,20.0018
2161,19.5209
2162,20.2745
2163,20.2671
2164,19.643
2165,20.4028
2166,18.7849
2167,20.2574
2168,19.9867
2169,20.637
2170,20.7609
2171,21.1331
2172,21.1109
2173,21.2309
2174,21.0734
2175,20.7992
2176,19.3613
2177,20.3837
2178,21.1704
2179,20.3965
2180,20.3696
2181,20.1797
2182,19.1084
2183,20.3152
2184,17.8786
2185,19.3042
2186,19.3086
2187,19.6252
2188,20.9985
2189,21.3939
2190,19.6583
2191,22.5457
2192,19.5727
2193,20.2787
2194,20.9333
2195,19.9141
2196,20.2312
2197,20.1108
2198,18.9541
2199,19.4959
2200,19.4459
2201,18.909
2202,19.9587
2203,19.3856
2204,20.7901
2205,19.2277
2206,21.1051
2207,21.3367
2208,19.8246
2209,18.4964
2210,20.8358
2211,18.5149
2212,20.5611
2213,19.2567
2214,20.0448
2215,19.6558
2216,21.0334
2217,19.9316
2218,18.8342
2219,21.024
2220,19.5156
2221,20.1721
2222,19.306
2223,21.2751
2224,19.5651
2225,20.143
2226,20.9058
2227,19.4543
2228,20.4986
2229,21.1878
2230,20.932
2231,20.6854
2232,20.1677
2233,19.6029
2234,19.2486
2235,20.5833
2236,19.7157
2237,19.3502
2238,18.846
2239,19.6862
2240,20.8351
2241,20.3595
2242,22.0422
2243,22.5078
2244,18.9639
2245,23.1263
2246,18.9149
2247,21.6663
2248,22.0182
2249,20.3367
2250,17.4216
2251,18.5726
2252,19.2066
2253,18.2408
2254,20.2497
2255,20.7645
2256,21.2712
2257,20.9912
2258,18.3416
2259,19.3198
2260,21.0656
2261,22.0976
2262,20.5117
2263,20.3765
2264,20.4651
2265,20.0717
2266,20.703
2267,20.2321
2268,21.0012
2269,21.1203
2270,21.0118
2271,20.2195
2272,19.7448
2273,19.8488
2274,20.4587
2275,20.7872
2276,17.9734
2277,19.0663
2278,20.2167
2279,21.4014
2280,19.45
2281,20.0313
2282,19.9213
2283,19.8582
2284,22.6536
2285,20.1756
2286,19.1107
2287,21.0991
2288,21.0233
2289,20.7334
2290,21.9807
2291,19.5579
2292,21.2795
2293,20.2966
2294,19.6447
2295,20.2156
2296,18.7577
2297,19.2723
2298,22.0828
2299,19.2567
2300,20.7226
2301,18.4475
2302,21.507
2303,19.7549
2304,20.1188
2305,20.1409
2306,20.2
2307,19.5501
2308,22.5976
2309,19.7749
2310,20.4573
2311,19.5127
2312,20.3189
2313,20.2223
2314,19.4573
2315,19.7042
2316,20.1107
2317,19.9155
2318,20.9075
2319,21.8778
2320,20.0437
2321,21.8833
2322,18.921
2323,19.3973
2324,21.8565
2325,18.9844
2326,19.8735
2327,18.8583
2328,20.8966
2329,19.5825
2330,22.2897
2331,20.5784
2332,20.7699
2333,20.1327
2334,21.4524
2335,20.7975
2336,20.6651
2337,21.182
2338,20.9231
2339,21.0866
2340,21.7924
2341,18.8749
2342,19.0203
2343,18.6156
2344,18.7838
2345,18.7956
2346,20.8181
2347,20.7446
2348,20.5422
2349,20.5621
2350,20.3949
2351,19.6928
2352,19.5244
2353,21.7381
2354,20.5409
2355,19.1489
2356,19.0759
2357,19.789
2358,20.4541
2359,18.1135
2360,20.629
2361,19.6306
2362,19.2411
2363,19.2549
2364,21.3416
2365,21.5665
2366,18.9408
2367,21.0441
2368,20.689
2369,21.4093
2370,24.1774
2371,19.6193
2372,19.9303
2373,18.9337
2374,20.9589
2375,20.6674
2376,19.598
2377,18.8068
2378,20.5085
2379,20.3005
2380,20.0221
2381,21.9358
2382,19.8609
2383,18.5004
2384,19.9614
2385,20.6832
2386,20.5241
2387,19.9161
2388,20.7402
2389,19.8868
2390,20.8476
2391,21.2097
2392,20.9325
2393,21.9159
2394,19.3543
2395,22.1326
2396,19.3414
2397,20.9633
2398,19.7909
2399,18.8928
2400,19.9389
2401,19.15
2402,18.8844
2403,20.347
2404,19.583
2405,20.8313
2406,20.5454
2407,19.3392
2408,20.471
2409,18.6463
2410,21.2689
2411,20.0467
2412,20.7161
2413,21.2836
2414,19.446
2415,19.8517
2416,19.7624
2417,21.2567
2418,20.3347
2419,21.3284
2420,21.9355
2421,21.3528
2422,20.0003
2423,19.661
2424,18.0147
2425,21.5547
2426,19.224
2427,19.2504
2428,20.7872
2429,20.4604
2430,21.1643
2431,21.3185
2432,18.5661
2433,19.8946
2434,19.4262
2435,20.4098
2436,18.9482
2437,19.0797
2438,20.8585
2439,18.7852
2440,21.2743
2441,19.3594
2442,19.9094
2443,19.9207
2444,20.1125
2445,19.2419
2446,19.9723
2447,20.5767
2448,20.4672
2449,19.9287
2450,19.3031
2451,19.9039
2452,20.8934
2453,21.1123
2454,20.9098
2455,20.4362
2456,19.2606
2457,20.0177
2458,18.4656
2459,20.4627
2460,18.8419
2461,20.1371
2462,19.2671
2463,20.4086
2464,20.6443
2465,21.0939
2466,19.3803
2467,21.1941
2468,21.8809
2469,21.1671
2470,21.4938
2471,21.2746
2472,20.0518
2473,20.8695
2474,20.2721
2475,20.5467
2476,19.5549
2477,22.0627
2478,20.606
2479,19.4841
2480,19.1715
2481,21.1053
2482,20.5204
2483,19.584
2484,20.2422
2485,20.8658
2486,21.4221
2487,19.6188
2488,21.7026
2489,19.9593
2490,19.0644
2491,19.7361
2492,18.7142
2493,20.0511
2494,21.4066
2495,20.3245
2496,19.4946
2497,20.3767
2498,18.2302
2499,20.6293
2500,22.4799
2501,20.7643
2502,20.3162
2503,19.9196
2504,21.8005
2505,22.4431
2506,19.2461
2507,19.7026
2508,21.5514
2509,20.6414
2510,20.7647
2511,19.257
2512,19.4084
2513,20.6793
2514,20.8071
2515,20.5835
2516,20.937
2517,21.4061
2518,19.3968
2519,21.7158
2520,19.6556
2521,21.2849
2522,20.0971
2523,20.7288
2524,21.874
2525,21.0281
2526,19.3012
2527,20.3503
2528,20.8641
2529,18.205
2530,21.345
2531,19.2782
2532,19.6961
2533,20.1179
2534,22.2258
2535,20.0936
2536,20.4691
2537,20.7203
2538,21.9083
2539,19.2279
2540,20.1608
2541,21.1863
2542,22.6627
2543,20.5689
2544,20.6288
2545,20.4052
2546,20.4155
2547,20.2082
2548,20.1199
2549,18.9645
2550,20.058
2551,19.6096
2552,21.0126
2553,20.8041
2554,20.8335
2555,20.4431
2556,19.7815
2557,21.3625
2558,18.387
2559,19.3179
2560,19.9987
2561,19.4869
2562,20.3753
2563,20.9575
2564,20.5051
2565,22.3473
2566,19.3191
2567,19.2382
2568,20.386
2569,20.4441
2570,20.3901
2571,20.8881
2572,20.3162
2573,20.7153
2574,20.5415
2575,20.7231
2576,20.8403
2577,18.7015
2578,21.6015
2579,20.4407
2580,19.8712
2581,19.9365
2582,20.5672
2583,17.6734
2584,19.2636
2585,20.6828
2586,20.501
2587,19.5812
2588,20.8635
2589,19.1679
2590,21.2745
2591,18.5536
2592,21.3968
2593,19.6472
2594,20.3417
2595,21.0295
2596,20.7748
2597,20.717
2598,19.1527
2599,20.1708
2600,19.3954
2601,20.0708
2602,20.2082
2603,19.6741
2604,19.6699
2605,20.7564
2606,20.2802
2607,19.597
2608,22.0339
2609,19.8348
2610,20.5881
2611,19.9925
2612,19.5947
2613,20.6826
2614,20.171
2615,20.9449
2616,19.8483
2617,21.3223
2618,19.3374
2619,18.9133
2620,20.8704
2621,21.4975
2622,21.4261
2623,19.463
2624,19.1039
2625,20.3311
2626,19.8569
2627,20.4326
2628,19.1047
2629,20.7486
2630,20.4573
2631,20.1887
2632,20.1553
2633,20.7661
2634,20.8416
2635,19.9024
2636,21.1853
2637,19.8264
2638,18.9305
2639,19.8868
2640,22.3029
2641,18.4699
2642,18.8225
2643,19.9459
2644,22.9586
2645,20.3388
2646,19.9904
2647,20.027
2648,19.2314
2649,21.637
2650,20.0989
2651,20.3574
2652,19.2058
2653,21.0609
2654,22.2083
2655,20.4726
2656,18.7605
2657,21.1415
2658,19.0105
2659,20.5136
2660,19.8441
2661,20.2077
2662,19.8724
2663,20.3157
2664,19.5956
2665,18.7486
2666,20.3118
2667,18.7199
2668,20.2988
2669,21.1696
2670,20.4957
2671,19.5398
2672,22.2484
2673,21.2307
2674,19.6656
2675,20.0301
2676,22.8791
2677,19.1881
2678,21.0498
2679,23.4039
2680,23.249
2681,19.4804
2682,19.5951
2683,19.2483
2684,19.4656
2685,20.2484
2686,20.2646
2687,20.7168
2688,20.3794
2689,20.97
2690,21.0071
2691,20.0213
2692,20.7719
2693,21.6592
2694,21.6056
2695,20.4579
2696,18.4716
2697,22.6469
2698,21.2358
2699,19.9539
2700,19.7075
2701,20.3407
2702,21.8634
2703,18.7584
2704,19.7961
2705,20.6629
2706,18.711
2707,19.7904
2708,19.2689
2709,21.2353
2710,20.689
2711,21.8578
2712,21.1389
2713,20.9453
2714,19.4495
2715,21.9629
2716,18.8571
2717,20.1367
2718,18.384
2719,20.1427
2720,20.975
2721,20.0952
2722,19.842
2723,22.7138
2724,20.7424
2725,20.1311
2726,21.3093
2727,18.8085
2728,19.7711
2729,21.1347
2730,19.4083
2731,21.961
2732,21.1142
2733,20.161
2734,21.5678
2735,21.513
2736,18.8412
2737,21.2186
2738,19.9381
2739,21.9637
2740,19.8528
2741,21.4289
2742,18.6496
2743,20.2958
2744,21.2962
2745,21.5652
2746,20.598
2747,20.5525
2748,18.9675
2749,19.7356
2750,20.6126
2751,20.9418
2752,20.9613
2753,21.1757
2754,19.1899
2755,18.2088
2756,20.3533
2757,19.5129
2758,19.0201
2759,20.4025
2760,18.653
2761,20.6251
2762,20.6429
2763,19.7753
2764,19.1069
2765,21.1595
2766,18.9898
2767,19.6162
2768,20.176
2769,21.7689
2770,18.9825
2771,21.7364
2772,19.5375
2773,20.8887
2774,20.396
2775,19.8022
2776,22.3671
2777,19.8374
2778,20.605
2779,20.7251
2780,21.3692
2781,18.9082
2782,20.2671
2783,20.8868
2784,22.3503
2785,22.7534
2786,22.0801
2787,18.8154
2788,20.3954
2789,21.3058
2790,19.5635
2791,19.8275
2792,19.3604
2793,21.6552
2794,19.6463
2795,20.2372
2796,21.3406
2797,21.4961
2798,19.823
2799,18.6159
2800,19.5696
2801,21.2488
2802,20.0355
2803,20.3867
2804,19.7314
2805,21.45
2806,19.6019
2807,20.6613
2808,19.7414
2809,18.24
2810,20.4312
2811,22.6047
2812,21.3671
2813,22.2708
2814,19.9355
2815,19.9834
2816,20.3075
2817,21.7874
2818,21.6631
2819,19.5294
2820,21.484
2821,21.2594
2822,19.9959
2823,21.4085
2824,19.4014
2825,19.7731
2826,17.366
2827,19.5226
2828,19.4349
2829,21.4335
2830,21.3348
2831,20.9815
2832,20.2357
2833,20.6162
2834,19.4514
2835,21.1967
2836,18.9304
2837,19.388
2838,19.4
2839,20.1147
2840,19.9342
2841,20.5933
2842,21.0849
2843,20.9556
2844,19.9596
2845,18.9105
2846,19.5471
2847,18.9224
2848,18.6742
2849,18.5422
2850,19.4715
2851,21.8553
2852,19.5766
2853,20.5234
2854,19.1272
2855,18.3836
2856,19.867
2857,19.9326
2858,18.7315
2859,19.0328
2860,19.0643
2861,22.3724
2862,19.4634
2863,19.372
2864,20.4035
2865,19.5164
2866,18.0674
2867,20.9247
2868,20.4577
2869,20.161
2870,19.4605
2871,20.53
2872,20.8891
2873,19.6613
2874,18.7839
2875,20.0175
2876,20.7346
2877,21.1323
2878,20.6993
2879,19.7496
2880,20.6886
2881,20.7467
2882,21.7629
2883,18.9074
2884,21.2214
2885,22.1095
2886,19.4327
2887,19.6368
2888,19.4474
2889,19.9279
2890,20.9111
2891,20.7768
2892,18.9909
2893,19.8401
2894,20.4331
2895,20.1798
2896,20.1996
2897,19.889
2898,20.0638
2899,20.0395
2900,20.7463
2901,22.0311
2902,21.2934
2903,20.1136
2904,20.2356
2905,19.0496
2906,19.5919
2907,19.8326
2908,23.1288
2909,20.5583
2910,19.8223
2911,20.1236
2912,19.6187
2913,19.1533
2914,20.5934
2915,19.4818
2916,22.603
2917,19.5843
2918,18.4266
2919,18.4701
2920,18.5603
2921,19.7588
2922,20.9314
2923,19.6667
2924,19.3266
2925,18.7306
2926,20.1484
2927,20.893
2928,20.3044
2929,20.6364
2930,19.8742
2931,18.9647
2932,20.0252
2933,18.6643
2934,19.4673
2935,21.0487
2936,20.0883
2937,17.8663
2938,19.5474
2939,20.9306
2940,19.9711
2941,17.5126
2942,21.4805
2943,19.5475
2944,19.4041
2945,19.9591
2946,20.9395
2947,20.1069
2948,19.0819
2949,21.4917
2950,21.2003
2951,21.3015
2952,21.6075
2953,19.7225
2954,19.0369
2955,21.964
2956,21.0254
2957,19.1937
2958,18.3569
2959,19.7038
2960,20.2147
2961,20.692
2962,19.659
2963,19.6864
2964,21.0109
2965,21.462
2966,20.8889
2967,21.741
2968,19.5569
2969,19.7189
2970,19.1807
2971,19.6322
2972,20.4587
2973,20.6409
2974,20.8135
2975,20.8006
2976,19.7597
2977,20.7703
2978,22.0985
2979,20.0432
2980,20.5616
2981,19.5003
2982,20.5328
2983,19.034
2984,24.0329
2985,19.852
2986,20.2666
2987,20.8032
2988,20.2895
2989,20.4601
2990,19.3752
2991,21.7935
2992,20.1051
2993,19.4239
2994,20.6415
2995,20.6538
2996,19.1124
2997,18.9815
2998,21.3155
2999,19.1685
3000,19.9863
3001,21.07
3002,22.2599
3003,20.9226
3004,19.9715
3005,19.7967
3006,21.0271
3007,20.1416
3008,20.0003
3009,20.3986
3010,22.2174
3011,20.6512
3012,20.1146
3013,20.4503
3014,19.6768
3015,20.8316
3016,18.3883
3017,18.9222
3018,18.0481
3019,19.4564
3020,19.7735
3021,20.8046
3022,19.6898
3023,21.2126
3024,19.7391
3025,21.2353
3026,20.932
3027,21.3404
3028,20.1063
3029,20.1939
3030,18.2749
3031,20.5699
3032,18.1187
3033,20.271
3034,20.6078
3035,19.2039
3036,18.4341
3037,19.0324
3038,21.0774
3039,20.2448
3040,20.1502
3041,21.4054
3042,19.4925
3043,19.7721
3044,18.021
3045,19.4087
3046,20.7387
3047,22.3565
3048,21.5444
3049,19.8541
3050,21.2952
3051,20.2946
3052,19.7527
3053,20.0959
3054,19.2035
3055,20.9225
3056,20.9946
3057,20.084
3058,20.436
3059,18.0409
3060,20.4536
3061,18.5951
3062,19.554
3063,19.6773
3064,19.6409
3065,19.4249
3066,20.4793
3067,20.1281
3068,20.7926
3069,22.2964
3070,19.4049
3071,21.3825
3072,20.2411
3073,21.641
3074,21.548
3075,20.9795
3076,20.7341
3077,22.637
3078,19.1108
3079,22.1318
3080,20.6295
3081,20.8359
3082,19.3357
3083,18.542
3084,22.8008
3085,21.1306
3086,19.0779
3087,19.7862
3088,18.7533
3089,20.4286
3090,20.7084
3091,18.2524
3092,19.9328
3093,21.399
3094,22.7296
3095,20.0836
3096,21.5069
3097,19.2441
3098,19.4392
3099,21.1977
3100,22.9247
3101,18.1621
3102,19.5759
3103,18.5366
3104,20.9785
3105,20.1505
3106,20.5095
3107,20.6237
3108,20.6318
3109,20.0609
3110,20.8197
3111,19.7148
3112,18.2119
3113,19.4949
3114,21.0799
3115,19.7187
3116,21.7207
3117,20.0334
3118,21.5052
3119,19.0731
3120,20.4561
3121,20.4239
3122,19.627
3123,19.7044
3124,19.5089
3125,19.759
3126,19.9366
3127,20.5507
3128,21.3606
3129,20.3718
3130,20.7147
3131,21.737
3132,20.1707
3133,20.6783
3134,20.542
3135,21.3771
3136,21.2439
3137,19.7239
3138,21.8934
3139,19.2633
3140,21.2656
3141,21.5414
3142,20.5368
3143,22.4671
3144,21.5821
3145,20.0446
3146,20.3956
3147,18.8395
3148,20.1394
3149,19.5174
3150,19.9544
3151,20.689
3152,19.8729
3153,21.7951
3154,19.6599
3155,18.8685
3156,20.7475
3157,18.5722
3158,21.1363
3159,20.2028
3160,20.4406
3161,19.7927
3162,19.4129
3163,18.7763
3164,19.5793
3165,20.0141
3166,21.092
3167,20.1341
3168,21.0087
3169,19.4134
3170,18.8111
3171,19.9273
3172,19.0487
3173,20.845
3174,19.6649
3175,20.0865
3176,19.502
3177,19.5369
3178,20.6021
3179,22.7824
3180,20.7023
3181,19.4011
3182,20.2063
3183,20.8026
3184,22.9548
3185,20.2902
3186,20.2391
3187,19.6973
3188,16.8393
3189,19.8739
3190,19.6169
3191,20.0075
3192,20.6817
3193,19.0752
3194,20.9453
3195,20.1816
3196,20.6871
3197,21.6484
3198,19.4332
3199,22.1016
3200,19.3745
3201,20.3104
3202,19.3116
3203,19.6511
3204,20.0941
3205,20.0803
3206,20.1392
3207,20.7987
3208,18.7243
3209,18.9931
3210,20.2749
3211,21.0065
3212,22.5326
3213,22.6901
3214,20.0727
3215,19.8714
3216,19.3863
3217,18.6837
3218,21.548
3219,22.1681
3220,20.3632
3221,19.8017
3222,19.2457
3223,21.1925
3224,19.7838
3225,20.3287
3226,21.6089
3227,18.2619
3228,21.3425
3229,20.7211
3230,20.3191
3231,20.8352
3232,19.1624
3233,18.9107
3234,19.8861
3235,22.0936
3236,19.6729
3237,21.694
3238,22.3049
3239,20.286
3240,19.8877
3241,19.2818
3242,20.4073
3243,21.6278
3244,20.3167
3245,20.5134
3246,20.8125
3247,19.6193
3248,21.1817
3249,19.8086
3250,19.2301
3251,20.337
3252,20.6204
3253,19.6065
3254,19.5261
3255,20.9645
3256,20.2382
3257,19.5905
3258,19.9021
3259,18.6926
3260,20.9353
3261,18.403
3262,20.071
3263,19.9465
3264,20.3451
3265,19.873
3266,21.0907
3267,21.1975
3268,19.9775
3269,20.2031
3270,21.4325
3271,22.2844
3272,19.0147
3273,19.4452
3274,20.5267
3275,20.5175
3276,20.5459
3277,22.9594
3278,19.158
3279,21.2103
3280,21.3712
3281,20.7209
3282,20.3079
3283,18.6707
3284,20.5534
3285,20.3078
3286,21.6298
3287,19.3387
3288,19.2795
3289,20.8938
3290,20.6996
3291,21.4004
3292,20.0994
3293,18.8435
3294,20.5088
3295,20.9004
3296,19.2487
3297,19.934
3298,20.9701
3299,19.3563
3300,20.5106
3301,20.0977
3302,20.1353
3303,19.9018
3304,20.7296
3305,19.2453
3306,19.5792
3307,20.0577
3308,21.9551
3309,20.0967
3310,18.6101
3311,18.7937
3312,20.5705
3313,19.7072
3314,18.5086
3315,20.0412
3316,18.4348
3317,21.1314
3318,20.2901
3319,20.7516
3320,19.0074
3321,20.6007
3322,21.4279
3323,19.9345
3324,19.6314
3325,19.7449
3326,21.2947
3327,19.7207
3328,19.9663
3329,19.8752
3330,20.4262
3331,20.2094
3332,20.5353
3333,20.6818
3334,20.8244
3335,21.354
3336,21.624
3337,20.0386
3338,21.1778
3339,19.5486
3340,20.4328
3341,21.5722
3342,19.5792
3343,20.2639
3344,19.6961
3345,19.6543
3346,19.985
3347,19.3629
3348,20.6335
3349,20.4966
3350,18.7823
3351,19.8468
3352,21.2896
3353,19.6881
3354,21.941
3355,19.8789
3356,20.5896
3357,21.8028
3358,20.2373
3359,20.1671
3360,20.1004
3361,20.5896
3362,19.6583
3363,19.8653
3364,19.7168
3365,18.7384
3366,21.6469
3367,19.2539
3368,19.9834
3369,20.5048
3370,21.8128
3371,19.4272
3372,20.6764
3373,20.2758
3374,21.093
3375,18.9682
3376,19.8708
3377,20.1923
3378,20.256
3379,20.5156
3380,18.4185
3381,19.305
3382,21.2501
3383,20.7707
3384,19.7618
3385,21.1515
3386,19.8809
3387,20.8379
3388,20.4879
3389,20.2545
3390,22.8105
3391,19.486
3392,20.3419
3393,20.2507
3394,19.951
3395,17.7002
3396,22.8164
3397,19.3669
3398,20.1491
3399,20.7812
3400,21.5897
3401,19.6316
3402,20.6347
3403,20.8386
3404,18.4675
3405,20.5636
3406,20.559
3407,18.6427
3408,21.0882
3409,19.3978
3410,20.4824
3411,21.8719
3412,20.352
3413,19.4124
3414,20.299
3415,18.8936
3416,18.7694
3417,20.3483
3418,19.432
3419,20.5548
3420,20.5974
3421,21.9506
3422,20.4174
3423,20.1813
3424,18.5132
3425,20.0589
3426,21.1993
3427,19.0931
3428,20.4397
3429,18.9593
3430,18.6908
3431,20.718
3432,21.7732
3433,20.851
3434,21.2671
3435,19.264
3436,19.9075
3437,20.5533
3438,20.4449
3439,21.1601
3440,19.8171
3441,19.2713
3442,20.2027
3443,21.8785
3444,20.5561
3445,20.0649
3446,19.1436
3447,20.5598
3448,18.28
3449,20.5922
3450,20.3583
3451,20.7519
3452,18.6823
3453,20.3204
3454,19.8207
3455,23.5715
3456,20.4666
3457,17.7794
3458,20.995
3459,21.2041
3460,20.6573
3461,20.497
3462,19.9275
3463,19.3184
3464,20.2996
3465,20.9622
3466,20.9339
3467,21.1549
3468,19.725
3469,21.5415
3470,19.7887
3471,19.9678
3472,22.5549
3473,21.0539
3474,20.7815
3475,19.2099
3476,20.3676
3477,19.3334
3478,21.964
3479,20.2913
3480,20.3031
3481,20.4883
3482,19.3068
3483,17.0705
3484,21.1192
3485,19.5761
3486,19.3113
3487,19.9799
3488,20.544
3489,19.2249
3490,19.1797
3491,19.4505
3492,20.7582
3493,19.7354
3494,19.7423
3495,21.4582
3496,19.549
3497,19.6978
3498,19.7249
3499,19.2923
3500,20.5963
3501,17.6878
3502,17.8528
3503,21.0403
3504,21.0931
3505,19.856
3506,23.1725
3507,20.6103
3508,20.5297
3509,21.392
3510,20.839
3511,20.0257
3512,23.011
3513,19.8427
3514,19.1504
3515,19.6944
3516,21.3049
3517,22.761
3518,19.9251
3519,20.1956
3520,20.4565
3521,19.4512
3522,19.021
3523,20.2246
3524,19.7811
3525,19.6414
3526,19.0826
3527,19.1063
3528,18.8571
3529,20.1292
3530,19.0054
3531,19.2658
3532,20.814
3533,19.9252
3534,19.7941
3535,19.7917
3536,19.6027
3537,21.0229
3538,20.2422
3539,19.1633
3540,18.533
3541,21.8793
3542,18.8884
3543,22.2222
3544,19.2034
3545,20.2988
3546,21.6539
3547,19.762
3548,19.7753
3549,19.0926
3550,20.3526
3551,20.8477
3552,21.1229
3553,20.2593
3554,21.6643
3555,19.6691
3556,21.8002
3557,20.0067
3558,20.7742
3559,19.2485
3560,19.6935
3561,19.5688
3562,20.9983
3563,19.933
3564,21.2331
3565,20.9464
3566,20.7558
3567,17.9667
3568,19.9041
3569,21.9538
3570,18.8894
3571,20.4916
3572,20.317
3573,21.3649
3574,19.936
3575,19.3628
3576,19.1771
3577,21.3039
3578,21.0355
3579,19.0955
3580,19.6474
3581,20.5773
3582,19.6529
3583,22.1025
3584,19.4198
3585,17.4137
3586,21.1953
3587,22.358
3588,20.6592
3589,19.5315
3590,20.2078
3591,17.5164
3592,20.8489
3593,17.6098
3594,21.4931
3595,19.9338
3596,21.1393
3597,21.9393
3598,19.1105
3599,18.384
3600,19.8002
3601,21.0821
3602,21.3179
3603,19.2307
3604,22.0216
3605,19.1634
3606,20.1678
3607,21.9298
3608,19.0136
3609,20.2335
3610,21.1614
3611,21.1695
3612,19.6419
3613,19.5199
3614,21.1328
3615,20.7116
3616,21.2101
3617,20.1894
3618,19.2629
3619,21.2122
3620,19.9938
3621,20.9216
3622,20.9878
3623,20.554
3624,18.8443
3625,18.7806
3626,20.3557
3627,19.9241
3628,20.7508
3629,19.7817
3630,20.185
3631,21.1353
3632,19.7831
3633,19.2554
3634,20.8791
3635,20.8849
3636,19.5705
3637,19.3915
3638,19.0104
3639,21.0204
3640,22.0045
3641,18.9111
3642,20.1935
3643,19.6964
3644,22.2186
3645,21.6175
3646,22.0598
3647,19.6225
3648,20.0456
3649,21.1325
3650,18.3983
3651,20.9333
3652,21.1218
3653,17.71
3654,19.8284
3655,20.396
3656,19.4553
3657,21.0955
3658,19.3889
3659,19.4251
3660,22.7439
3661,19.1925
3662,18.9204
3663,21.0011
3664,20.0436
3665,20.212
3666,19.2169
